id,description,source_name,nb_emojis,emojis_list,nb_alert_emojis,ratio_emojis,description_clean,langue,nb_mots,sentiment_stars,sentiment_score,sentiment_signal,zeroshot_label,zeroshot_score,zeroshot_signal,rules_signal,rules_details,rules_count
2570,#offre d'investissement #la sté akariet sarraj propose #terrain #commercial (#591m² = #deux façades) #sur la #route ceinture #hammem sousse #documents fournis : #titre individuel #prix raisonnable : #1300dt/m² (#négociable) infos ligne : #98.740.165 ou #27.457.153 ou #73.274.601,tunisieannonce,0,,0,0.0,offre d'investissement la sté akariet sarraj propose terrain commercial ( 591m² deux façades) sur la route ceinture hammem sousse documents fournis : titre individuel prix raisonnable : 1300dt/m² ( négociable) infos ligne : 98.740.165 ou 27.457.153 ou 73.274.601,fr,38,4,0.392,0.078,vague,0.334,0.15,0.0,aucun,0
2571,a #louer un s+2 sis au rez de chaussée d'une une résidence gardée et près de toutes les commodités à  #menzah7. -salon avec accès à un balcon -cuisine indépendante avec séchoir -salle de bain -salle d'eau séparée -2 chambres à coucher dont une dressing pour plus d'informations et de photos veuillez visiter notre page facebook l'intégrale immo ou contactez le 70 215 880 / 52 145 909 / 21 001 320,tunisieannonce,0,,0,0.0,a louer un s 2 sis au rez de chaussée d'une une résidence gardée et près de toutes les commodités à menzah7. -salon avec accès à un balcon -cuisine indépendante avec séchoir -salle de bain -salle d'eau séparée -2 chambres à coucher dont une dressing pour plus d'informations et de photos veuillez visiter notre page facebook l'intégrale immo ou contactez le 70 215 880 / 52 145 909 / 21 001 320,fr,72,5,0.395,0.02,pressante,0.393,0.275,0.28,contacts_multiples,1
2573,a vendre un terrain agricole de 5.5 ha sur route derrière l'aéroport de borj amri peut être des dépôts a 30km de centre de tunis titré prix 400 000d négociable tél 26 568 533,tunisieannonce,0,,0,0.0,a vendre un terrain agricole de 5.5 ha sur route derrière l'aéroport de borj amri peut être des dépôts a 30km de centre de tunis titré prix 400 000d négociable tél 26 568 533,fr,34,1,0.28,0.252,vague,0.367,0.165,0.0,aucun,0
2574,"la maison de l'immobilier vous propose la location d'un local commercial indépendant, idéalement situé à proximité de toutes les commodités, à el menzah 9 c. ce vaste espace de travail, d'une superficie brute de 450 m², comprend un hall d'entrée menant à un open space modulable avec de grandes fenêtres offrant une vue sur une terrasse aménageable. vous y trouverez également des vestiaires séparés pour hommes et femmes, deux dépôts, une pièce polyvalente et un local technique. à l'extérieur, une grande terrasse de 230 m², équipée de sanitaires, complète l'ensemble. ce local est destiné à toute activité commerciale, à l'exception de la restauration.",tunisieannonce,0,,0,0.0,"la maison de l'immobilier vous propose la location d'un local commercial indépendant, idéalement situé à proximité de toutes les commodités, à el menzah 9 c. ce vaste espace de travail, d'une superficie brute de 450 m², comprend un hall d'entrée menant à un open space modulable avec de grandes fenêtres offrant une vue sur une terrasse aménageable. vous y trouverez également des vestiaires séparés pour hommes et femmes, deux dépôts, une pièce polyvalente et un local technique. à l'extérieur, une grande terrasse de 230 m², équipée de sanitaires, complète l'ensemble. ce local est destiné à toute activité commerciale, à l'exception de la restauration.",fr,103,4,0.477,0.095,pressante,0.448,0.314,0.0,aucun,0
2575,a vendre une duplex de 150m2 de bâti - ou rdc. chambre a coucher+sallon+cuisine+salle d'eau / ou première étage - deux chambres a coucher+sallon+ salle de bain/ ou deuxième étape un grand terrasse vue sur mère/ 20 mètres de la mère. entré comines avec un titre bleu.,tunisieannonce,0,,0,0.0,a vendre une duplex de 150m2 de bâti - ou rdc. chambre a coucher sallon cuisine salle d'eau / ou première étage - deux chambres a coucher sallon salle de bain/ ou deuxième étape un grand terrasse vue sur mère/ 20 mètres de la mère. entré comines avec un titre bleu.,fr,51,5,0.444,0.022,vague,0.418,0.188,0.0,aucun,0
2577,"l'agence immo contact met en location a l'ariana pour 750 dt par mois un bureau 2 pièces (65m) non meublé avec place parking (wb4397) frais de visite 20dt, commission agence 1 mois",tunisieannonce,0,,0,0.0,"l'agence immo contact met en location a l'ariana pour 750 dt par mois un bureau 2 pièces (65m) non meublé avec place parking (wb4397) frais de visite 20dt, commission agence 1 mois",fr,32,1,0.305,0.275,fiable,0.362,0.018,0.68,frais_visite,1
2578,"un appartement s+2 situé au 4 étage (sans ascenseur), offrant une belle luminosité et une disposition fonctionnelle salon avec balcon  deux chambres à coucher dont une avec placard  cuisine avec séchoir salle de bain commune  emplacement pratique à boukornine, proche des commodités et transports.",tunisieannonce,0,,0,0.0,"un appartement s 2 situé au 4 étage (sans ascenseur), offrant une belle luminosité et une disposition fonctionnelle salon avec balcon deux chambres à coucher dont une avec placard cuisine avec séchoir salle de bain commune emplacement pratique à boukornine, proche des commodités et transports.",fr,45,4,0.517,0.103,fiable,0.684,0.034,0.0,aucun,0
2579,"le patio immobilier tunisie met a la location un duplex s+3 a gammarth golden tulip il se compose : d'un salon ,séjour qui s'ouvre sur le jardin piscine, une cuisine équipée et une salle d'eau invités. a l'étage on trouve trois suites . le duplex il dispose d'un parking , de la climatisation et chauffage centrale. pour plus d'informations merci de nous contacter au 28 287 487.",tunisieannonce,0,,0,0.0,"le patio immobilier tunisie met a la location un duplex s 3 a gammarth golden tulip il se compose : d'un salon ,séjour qui s'ouvre sur le jardin piscine, une cuisine équipée et une salle d'eau invités. a l'étage on trouve trois suites . le duplex il dispose d'un parking , de la climatisation et chauffage centrale. pour plus d'informations merci de nous contacter au 28 287 487.",fr,68,5,0.445,0.022,fiable,0.358,0.018,0.32,absence_prix_bien_cher,1
2580,"l'agence immobilière good life vous propose à la location un bureau de 200m² au 3 ème étage d'un immeuble bureautique. il se compose de : - open sapce - bureau - bureau de direction avec sa salle d'eau attenante - salle d'eau - kitchenette une place de parking est disponible au sous sol. les frais de syndic s'élèvent à 450 dt/mois non compris dans le prix. pour une visite ou plus de renseignements, merci de nous contacter par téléphone ou via whatsapp au 29924041.",tunisieannonce,0,,0,0.0,"l'agence immobilière good life vous propose à la location un bureau de 200m² au 3 ème étage d'un immeuble bureautique. il se compose de : - open sapce - bureau - bureau de direction avec sa salle d'eau attenante - salle d'eau - kitchenette une place de parking est disponible au sous sol. les frais de syndic s'élèvent à 450 dt/mois non compris dans le prix. pour une visite ou plus de renseignements, merci de nous contacter par téléphone ou via whatsapp au 29924041.",fr,84,4,0.437,0.087,pressante,0.391,0.274,0.0,aucun,0
2582,#la sté akariet sarraj propose #a vendre #terrain (#1261m²) proche de la #route ceinture et #à 5minutes de #hôpital sahloul) #kalaa sghira #documents fournis : #titre individeul #prix: #320.000md #un peux négociable #vente#terrain#agenceimmobilière#akar ietsarraj pour plus d'infos merci de nous contacter: #27.457.153 ou #98.740.165,tunisieannonce,0,,0,0.0,la sté akariet sarraj propose a vendre terrain ( 1261m²) proche de la route ceinture et à 5minutes de hôpital sahloul) kalaa sghira documents fournis : titre individeul prix: 320.000md un peux négociable vente terrain agenceimmobilière akar ietsarraj pour plus d'infos merci de nous contacter: 27.457.153 ou 98.740.165,fr,48,1,0.433,0.39,pressante,0.438,0.307,0.0,aucun,0
2584,"go immo el omrane vous propose la location d'un rez-de-chaussée meublé avec jardin dans un quartier résidentiel et calme proche de toutes les commodités à france ville el omrane l' entrée donne sur double salon  lumineux grâce à ses ouvertures  sur le jardin,un salle à manger dans la continuité,une cuisine bien équipée, trois chambres à coucher, une salle de bain et un salle de douche climatisation en split système, chauffage central et abri pour voiture",tunisieannonce,0,,0,0.0,"go immo el omrane vous propose la location d'un rez-de-chaussée meublé avec jardin dans un quartier résidentiel et calme proche de toutes les commodités à france ville el omrane l' entrée donne sur double salon lumineux grâce à ses ouvertures sur le jardin,un salle à manger dans la continuité,une cuisine bien équipée, trois chambres à coucher, une salle de bain et un salle de douche climatisation en split système, chauffage central et abri pour voiture",fr,75,5,0.488,0.024,pressante,0.415,0.291,0.0,aucun,0
2585,terrain nu situé a hay eddyr vue panoramic  surface 654 m2 avec titre blue pour le prix par telephone 98 970011 soyez le bien venu cordialement,tunisieannonce,0,,0,0.0,terrain nu situé a hay eddyr vue panoramic surface 654 m2 avec titre blue pour le prix par telephone 98 970011 soyez le bien venu cordialement,fr,26,3,0.308,0.123,pressante,0.343,0.24,0.0,aucun,0
2587,la soukra  : appartement s+2 a vendre on met la vente d'un appartement s+2  de 125 m2 au 2éme étage  avec  ascenseur dans une résidence en r+2 gardée et sécurisée proches de toutes commodités. il se compose d': -un salon salke a manger avec balcon -une cuisine équipée avec séchoir -deux chambres à couche  avec dressing -une salle de bain - une salle d'eau -  chauffage central - climatisation - une place parking sous sol - gardiennage et syndic prix de vente  410 md année de construction 2017 certificat de propriété en règle,tunisieannonce,0,,0,0.0,la soukra : appartement s 2 a vendre on met la vente d'un appartement s 2 de 125 m2 au 2éme étage avec ascenseur dans une résidence en r 2 gardée et sécurisée proches de toutes commodités. il se compose d': -un salon salke a manger avec balcon -une cuisine équipée avec séchoir -deux chambres à couche avec dressing -une salle de bain - une salle d'eau - chauffage central - climatisation - une place parking sous sol - gardiennage et syndic prix de vente 410 md année de construction 2017 certificat de propriété en règle,fr,96,5,0.461,0.023,pressante,0.424,0.297,0.0,aucun,0
2588,#offre #la sté akariet sarraj propose #a vendre #terrain (#409m²) #vue de mer #dans une #nouveau #quartier de #villas #koussour gharnata #prix : #350dt/m² (#négociable) #documents fournis : #titre individeul #vente#terrain#agenceimmobilière#akarietsarraj #27.457.153 ou #98.740.165 ou #73.274.601,tunisieannonce,0,,0,0.0,offre la sté akariet sarraj propose a vendre terrain ( 409m²) vue de mer dans une nouveau quartier de villas koussour gharnata prix : 350dt/m² ( négociable) documents fournis : titre individeul vente terrain agenceimmobilière akarietsarraj 27.457.153 ou 98.740.165 ou 73.274.601,fr,41,1,0.335,0.302,pressante,0.371,0.26,0.0,aucun,0
2589,seven real estate vous propose à la location une villa de charme située dans un quartier résidentiel aux jardins de carthage il se compose comme suit au rez-de-chaussée  un salon salle à manger donnant sur une terrasse  une salle d?eau invités  une cuisine aménagée et équipée  une suite de service au premier étage  une suite parentale  deux chambres à coucher et une salle de bain la villa est équipée de chauffage central et de climatiseurs 3 pieces.,tunisieannonce,0,,0,0.0,seven real estate vous propose à la location une villa de charme située dans un quartier résidentiel aux jardins de carthage il se compose comme suit au rez-de-chaussée un salon salle à manger donnant sur une terrasse une salle d?eau invités une cuisine aménagée et équipée une suite de service au premier étage une suite parentale deux chambres à coucher et une salle de bain la villa est équipée de chauffage central et de climatiseurs 3 pieces.,fr,77,5,0.449,0.022,pressante,0.391,0.273,0.32,absence_prix_bien_cher,1
2592,"nous vous offre une spacieuse maison construite en 2019, avec un jardin, sur deux niveaux, située dans la campagne de hammamet nord beni wael, à peu près 6 km au centre ville. au rdc, salon + deux chambres + salle de bain. au premier étage, salon + cuisine + deux chambres + salle d'eau + belle terrasse. papiers en règle superficie terrain : 592m superficie couvert : environ 340m prix : 448 mille dinars tél / whatsapp ( plus de photos et localisation): 27 033 510",tunisieannonce,0,,0,0.0,"nous vous offre une spacieuse maison construite en 2019, avec un jardin, sur deux niveaux, située dans la campagne de hammamet nord beni wael, à peu près 6 km au centre ville. au rdc, salon deux chambres salle de bain. au premier étage, salon cuisine deux chambres salle d'eau belle terrasse. papiers en règle superficie terrain : 592m superficie couvert : environ 340m prix : 448 mille dinars tél / whatsapp ( plus de photos et localisation): 27 033 510",fr,80,4,0.453,0.091,pressante,0.374,0.262,0.0,aucun,0
