"id","title","subtitle","price","transaction_type","property_type","location_details","municipality","surface","rooms","bedrooms","bathrooms","features","poi","description","url","image_path","images_folder","images_count","scraped_at","last_updated"
474,"A louer S3 avec vue panoramique au lac 2","Tunisie","","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,3,NULL,NULL,"{}","{}","Agence immobilière Le Carré 9 vous propose à la location un appartement S3 avec une vue dégagée sur le Lac situé au 3ème étage d’une résidence gardée et sécurisée aux Berges du Lac 2 et qui se compose comme suit : -Un salon avec une immense terrasse, -Une cuisine bien équipée avec un séchoir, -Un salle d’eau invités, -Une suite parentale, -Deux chambres à coucher, -Une salle de bain commune, -Une place de parking au sous-sol. Climatisation et chauffage central. L’appartement sera disponible fin décembre 2025. Pour plus d’informations veuillez nous contacter au 28177388 ou bien 23219610.","https://www.mubawab.tn/fr/a/8257482/a-louer-s3-avec-vue-panoramique-au-lac-2","media\apartment\474\image_001.jpg","media\apartment\474",7,"2026-02-18 15:25:19.16721","Unknown"
475,"A louer appartement s2 avec jardin privatif","Tunisie","","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,2,NULL,NULL,"{}","{}","Découvrez ce charmant appartement S2 au rez-de-chaussée d’une petite résidence bien entretenue, idéalement situé aux Jardins de Carthage. Atouts du bien : -	Superficie fonctionnelle avec un agréable jardin privatif -	Deux accès : par la résidence et directement via le jardin -	Climatisation en split system -	Chauffage central pour un confort optimal toute l’année -	Place de parking au sous-sol incluse Localisation privilégiée : -	Quartier calme et résidentiel des Jardins de Carthage -	A seulement 2 minutes à pied de l’école ISC -	À proximité des commerces, écoles et axes principaux Un cadre de vie alliant confort, praticité et sérénité, parfait pour ceux qui souhaitent profiter d’un espace extérieur tout en restant proche des commodités. N'hésitez pas à nous contacter pour plus d'informations ou pour organiser une visite. GSM : 216 27 27 00 92 WhatsApp : 216 27 27 00 92","https://www.mubawab.tn/fr/a/8226992/a-louer-appartement-s2-avec-jardin-privatif","media\apartment\475\image_001.jpg","media\apartment\475",14,"2026-02-18 15:25:30.440074","Unknown"
476,"Appartement S3 à louer à l'aouina","Tunisie","","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,3,NULL,NULL,"{}","{}","New Key La Soukra met à la location un appartement S3 dans une résidence gardée près de toutes commodités à Cité Les Palmeraies. On y trouve un salon ouvert sur un balcon, une cuisine équipée, 03 chambres à coucher et 02 salles de bain. 01 place de parking au sous-sol est à votre disposition.  Référence du bien: Ref8284a","https://www.mubawab.tn/fr/a/8196672/appartement-s3-%C3%A0-louer-%C3%A0-l-aouina","media\apartment\476\image_001.jpg","media\apartment\476",11,"2026-02-18 15:25:44.131015","Unknown"
477,"A Louer Appartement S1 Meublé à Houmt Souk","Tunisie","","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,1,NULL,NULL,"{}","{}","Lotus Immo Djerba propose à la location annuelle un appartement S1 meublé situé dans une résidence sécurisée avec piscine commune et vue sur mer, à proximité immédiate de la Clinique El Chifa. Étage : 2ᵉ étage Résidence : Moderne avec ascenseur Il se compose de : • Un salon • Une chambre à coucher • Une cuisine moderne équipée • Une salle d’eau Équipements & Avantages : • Climatisation • Mobilier complet • Ascenseur • Résidence sécurisée • Gardiennage 24h/24 • Caméras de surveillance • Piscine commune • Vue sur mer Emplacement idéal, parfait pour une location confortable à l’année.","https://www.mubawab.tn/fr/a/8297744/a-louer-appartement-s1-meubl%C3%A9-%C3%A0-houmt-souk","media\apartment\477\image_001.jpg","media\apartment\477",5,"2026-02-18 15:25:57.23889","Unknown"
478,"S3 en location","Tunisie","","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","194",3,NULL,NULL,"{}","{}","Cet appartement S3 meublé est situé au 1er étage d’une résidence R3, bien entretenue et dotée d’un ascenseur.La partie jour se compose d’un spacieux salon et d’une salle à manger, donnant accès à un grand balcon, idéal pour profiter d’un espace extérieur agréable et lumineux. La cuisine est entièrement équipée et fonctionnelle, offrant tout le confort nécessaire au quotidien.La partie nuit comprend une suite parentale avec sa salle d’eau privative, ainsi que deux chambres à coucher. Un point d’eau est également disponible dans la partie nuit, en complément de la salle de bain commune.Avec une superficie généreuse de 194 m², cet appartement offre de beaux volumes et un cadre de vie confortable.Deux places de parking ainsi qu’un cellier sont inclus.","https://www.mubawab.tn/fr/a/8295694/s3-en-location","media\apartment\478\image_001.jpg","media\apartment\478",13,"2026-02-18 15:26:06.289129","Unknown"
479,"S2 en location","Tunisie","","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,2,NULL,NULL,"{}","{}","À louer, appartement S2 meublé situé aux Jardins de Carthage, alliant confort et praticité. La partie jour se compose d’un espace de vie agréable et d’une cuisine entièrement équipée avec tous les ustensiles nécessaires. La partie nuit, bien séparée, comprend une suite parentale ainsi qu'une chambre à coucher, chacune disposant de son propre dressing. L’appartement est équipé de la climatisation, du chauffage central et bénéficie d’une place de parking au sous-sol, offrant un cadre de vie confortable et prêt à vivre.","https://www.mubawab.tn/fr/a/8294470/s2-en-location","media\apartment\479\image_001.jpg","media\apartment\479",7,"2026-02-18 15:26:20.485712","Unknown"
480,"S4 en location","Tunisie","","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie","231",4,NULL,NULL,"{}","{}","À louer spacieux S4 de 231 m² situé au 9 étage d’une résidence R10 bien entretenue au cœur de Jardin de Carthage, offrant une vue très dégagée.L’appartement est équipé d’une climatisation centrale et d’un chauffage central pour un confort optimal en toute saison.La partie jour se compose d’un grand salon lumineux ouvrant sur un large balcon avec vue dégagée, d’une pièce supplémentaire polyvalente pouvant servir de chambre d’amis, séjour, salle à manger ou bureau, d’une cuisine spacieuse et entièrement équipée, ainsi que d’une salle de bain invités.Un grand dressing à l’entrée offre un espace de rangement pratique et fonctionnel.La partie nuit comprend une suite parentale avec grand dressing, deux chambres à coucher avec dressings intégrés, ainsi qu’une salle de bain commune.Un appartement offrant espace, confort et fonctionnalité dans un emplacement stratégique proche de toutes les commodités.","https://www.mubawab.tn/fr/a/8302860/s4-en-location","media\apartment\480\image_001.jpg","media\apartment\480",14,"2026-02-18 15:26:30.63591","Unknown"
481,"A louer s2 jamais habité à chotrana 1","Tunisie","","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,2,NULL,NULL,"{}","{}","La méditerranée immobilière la Soukra vous propose à la location un appartement en s2, neuf, de très haut standing, situé dans une résidence nouvellement construite à Chotrana 1. Il est composé comme suit : un salon lumineux ainsi qu'une une cuisine moderne entièrement équipée, le tout donne sur un balcon offrant une vue dégagée. Le compartiment nuit abrite une salle de bain commune ainsi que deux chambre à coucher avec dressings intégrés. Cet appartement est équipé par le chauffage central et une climatisation en split system. Une place parking est disponible au sous-sol.","https://www.mubawab.tn/fr/a/8293399/a-louer-s2-jamais-habit%C3%A9-%C3%A0-chotrana-1","media\apartment\481\image_001.jpg","media\apartment\481",6,"2026-02-18 15:26:44.061745","Unknown"
482,"Location appartement S3","Tunisie","","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,3,NULL,NULL,"{}","{}","La tendance immo vous propose a la location un appartement S3 a ain Zaghouan tous près du lac2 et jardin de Carthage dans une résidence sécurisée Situé au troisième étage avec ascenseur Un grand salon avec un balcon Vue dégagé cuisine équipé salle d'eau invitée La partie nuit trois chambres a coucher avec dressing salle de bain commune Place parking sous Sol L'appartement est équipé d'un chauffage central et 4 climatiseur split","https://www.mubawab.tn/fr/a/8284907/location-appartement-s3","media\apartment\482\image_001.jpg","media\apartment\482",16,"2026-02-18 15:26:53.527995","Unknown"
483,"A louer un s2 meublée au lac2","Tunisie","","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,2,NULL,NULL,"{}","{}","A louer un très beau appartement meublée  dans une résidence sécuriser au lac 2 composer de : grand salon , cuisine équipée deux chambres a coucher et une salle de bain","https://www.mubawab.tn/fr/a/8304163/a-louer-un-s2-meubl%C3%A9e-au-lac2","media\apartment\483\image_001.jpg","media\apartment\483",9,"2026-02-18 15:27:07.363692","Unknown"
484,"À Louer – Appartement S2 Meublé","Tunisie","","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,2,NULL,NULL,"{}","{}","Cet appartement est  situé au 2 étage dans un petit immeuble familial et sécurisé à la Corniche. Il se compose d’un salon lumineux avec coin salle à manger, de deux chambres à coucher, d’une cuisine fonctionnelle équipée et d’une salle de bain avec baignoire. Bien situé dans un emplacement calme et recherché, proche de la mer, des commerces et de toutes les commodités.","https://www.mubawab.tn/fr/a/8301145/%C3%A0-louer-%E2%80%93-appartement-s2-meubl%C3%A9","media\apartment\484\image_001.jpg","media\apartment\484",6,"2026-02-18 15:27:19.213132","Unknown"
485,"A louer: S2 dans une résidence avec piscine","Tunisie","","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,2,NULL,NULL,"{}","{}","Cet appartement rez-de-chaussée est situé dans une résidence avec piscine au centre de Hammamet. Il se compose d’un salon lumineux avec baie vitrée et vue dégagée, d’une cuisine indépendante équipée, de deux chambres à coucher dont une avec placard et une avec balcon, ainsi qu’une salle de bain. L’appartement est équipé du chauffage central et de la climatisation. Une place de parking au sous-sol est incluse.Cet appartement rez-de-chaussée est situé dans une résidence avec piscine au centre de Hammamet. Il se compose d’un salon lumineux avec baie vitrée et vue dégagée, d’une cuisine indépendante équipée, de deux chambres à coucher dont une avec placard et une avec balcon, ainsi qu’une salle de bain. L’appartement est équipé du chauffage central et de la climatisation. Une place de parking au sous-sol est incluse.","https://www.mubawab.tn/fr/a/8277978/a-louer-s2-dans-une-r%C3%A9sidence-avec-piscine","media\apartment\485\image_001.jpg","media\apartment\485",16,"2026-02-18 15:27:29.317135","Unknown"
486,"A louer: S1 jamais habité à Hammamet","Tunisie","","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,1,NULL,NULL,"{}","{}","Appartement neuf et jamais habité, situé au deuxième étage d’un immeuble récemment construit, dans un emplacement calme et résidentiel. Il se compose d’un salon avec placard et balcon, d’un couloir qui s’ouvre sur deux terrasses, d’une cuisine indépendante ainsi qu’une chambre à coucher avec dressing. À l’extérieur, l’appartement dispose d’une terrasse offrant une vue dégagée. Il bénéficie également du chauffage central.","https://www.mubawab.tn/fr/a/8304155/a-louer-s1-jamais-habit%C3%A9-%C3%A0-hammamet","media\apartment\486\image_001.jpg","media\apartment\486",7,"2026-02-18 15:27:45.245362","Unknown"
487,"A louer: S2 neuf, eau, gaz et électricité inclus","Tunisie","","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,2,NULL,NULL,"{}","{}","Cet appartement ,neuf ,occupe le deuxième étage d’un immeuble situé dans un quartier à proximité des commodités. L'entrée donne sur le salon, la cuisine est équipée avec une plaque de cuisson, une hotte. On trouve deux chambres à coucher dont une dispose d'un placard. La climatisation en split et le chauffage central sont installés. Il bénéficie également d’un accès commun à une terrasse équipée de parasols. Le prix de la location inclut l’eau, le gaz et l’électricité.","https://www.mubawab.tn/fr/a/8304490/a-louer-s2-neuf-eau-gaz-et-%C3%A9lectricit%C3%A9-inclus","media\apartment\487\image_001.jpg","media\apartment\487",9,"2026-02-18 15:27:56.479561","Unknown"
488,"Etage de villa meublé à la Marsa","Tunisie","","rent","apartment","{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}","Tunisie",NULL,NULL,NULL,NULL,"{}","{}","À louer à La Marsa, à seulement 8 minutes à pied des écoles et des commerces, et à 15 minutes de la mer. Un bel étage de villa, richement meublé, offrant : Un grand salon lumineux avec salle à manger Une cuisine entièrement équipée Deux chambres à coucher avec une salle de douche commune Une suite parentale avec dressing Une place de parking disponible Un bien idéalement situé dans un quartier calme et proche de toutes les commodités.","https://www.mubawab.tn/fr/a/8236731/etage-de-villa-meubl%C3%A9-%C3%A0-la-marsa","media\apartment\488\image_001.jpg","media\apartment\488",4,"2026-02-18 15:28:23.998844","Unknown"
